Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Ambos sexos	11 Extremadura	De 20 a 24 años	2022T1	42,38
Ambos sexos	11 Extremadura	De 20 a 24 años	2021T4	40,82
Ambos sexos	11 Extremadura	De 20 a 24 años	2021T3	52,34
Ambos sexos	11 Extremadura	De 20 a 24 años	2021T2	48,61
Ambos sexos	11 Extremadura	De 20 a 24 años	2021T1	42,2
Ambos sexos	11 Extremadura	De 25 a 54 años	2023T4	87,45
Ambos sexos	11 Extremadura	De 25 a 54 años	2023T3	88,07
Ambos sexos	11 Extremadura	De 25 a 54 años	2023T2	88,26
Ambos sexos	11 Extremadura	De 25 a 54 años	2023T1	88,44
Ambos sexos	11 Extremadura	De 25 a 54 años	2022T4	86,62
Ambos sexos	11 Extremadura	De 25 a 54 años	2022T3	87,51
Ambos sexos	11 Extremadura	De 25 a 54 años	2022T2	87,64
Ambos sexos	11 Extremadura	De 25 a 54 años	2022T1	87,72
Ambos sexos	11 Extremadura	De 25 a 54 años	2021T4	86,94
Ambos sexos	11 Extremadura	De 25 a 54 años	2021T3	88,4
Ambos sexos	11 Extremadura	De 25 a 54 años	2021T2	86,57
Ambos sexos	11 Extremadura	De 25 a 54 años	2021T1	84,44
Ambos sexos	11 Extremadura	55 y más años	2023T4	28,78
Ambos sexos	11 Extremadura	55 y más años	2023T3	28,58
Ambos sexos	11 Extremadura	55 y más años	2023T2	29,51
Ambos sexos	11 Extremadura	55 y más años	2023T1	28,33
Ambos sexos	11 Extremadura	55 y más años	2022T4	27,31
Ambos sexos	11 Extremadura	55 y más años	2022T3	27,2
Ambos sexos	11 Extremadura	55 y más años	2022T2	27,16
Ambos sexos	11 Extremadura	55 y más años	2022T1	25,75
Ambos sexos	11 Extremadura	55 y más años	2021T4	25,84
Ambos sexos	11 Extremadura	55 y más años	2021T3	25,88
Ambos sexos	11 Extremadura	55 y más años	2021T2	26,41
Ambos sexos	11 Extremadura	55 y más años	2021T1	25,18
Ambos sexos	12 Galicia	Total	2023T4	53,19
Ambos sexos	12 Galicia	Total	2023T3	53,62
Ambos sexos	12 Galicia	Total	2023T2	53,22
Ambos sexos	12 Galicia	Total	2023T1	52,79
Ambos sexos	12 Galicia	Total	2022T4	52,69
Ambos sexos	12 Galicia	Total	2022T3	53,29
Ambos sexos	12 Galicia	Total	2022T2	53,16
Ambos sexos	12 Galicia	Total	2022T1	52,66
Ambos sexos	12 Galicia	Total	2021T4	52,39
Ambos sexos	12 Galicia	Total	2021T3	52,94
Ambos sexos	12 Galicia	Total	2021T2	52,51
Ambos sexos	12 Galicia	Total	2021T1	52,03
Ambos sexos	12 Galicia	Menores de 25 años	2023T4	27,92
Ambos sexos	12 Galicia	Menores de 25 años	2023T3	33,02
Ambos sexos	12 Galicia	Menores de 25 años	2023T2	29,04
Ambos sexos	12 Galicia	Menores de 25 años	2023T1	27,19
Ambos sexos	12 Galicia	Menores de 25 años	2022T4	26,03
Ambos sexos	12 Galicia	Menores de 25 años	2022T3	30,75
Ambos sexos	12 Galicia	Menores de 25 años	2022T2	27,67
Ambos sexos	12 Galicia	Menores de 25 años	2022T1	27,01
Ambos sexos	12 Galicia	Menores de 25 años	2021T4	25,91
Ambos sexos	12 Galicia	Menores de 25 años	2021T3	28,21
Ambos sexos	12 Galicia	Menores de 25 años	2021T2	24,01
Ambos sexos	12 Galicia	Menores de 25 años	2021T1	20,97
Ambos sexos	12 Galicia	25 y más años	2023T4	55,69
Ambos sexos	12 Galicia	25 y más años	2023T3	55,65
Ambos sexos	12 Galicia	25 y más años	2023T2	55,59
Ambos sexos	12 Galicia	25 y más años	2023T1	55,28
Ambos sexos	12 Galicia	25 y más años	2022T4	55,28
Ambos sexos	12 Galicia	25 y más años	2022T3	55,47
Ambos sexos	12 Galicia	25 y más años	2022T2	55,6
Ambos sexos	12 Galicia	25 y más años	2022T1	55,1
Ambos sexos	12 Galicia	25 y más años	2021T4	54,91
Ambos sexos	12 Galicia	25 y más años	2021T3	55,3
Ambos sexos	12 Galicia	25 y más años	2021T2	55,21
Ambos sexos	12 Galicia	25 y más años	2021T1	54,95
Ambos sexos	12 Galicia	De 16 a 19 años	2023T4	5,54
Ambos sexos	12 Galicia	De 16 a 19 años	2023T3	11,64
Ambos sexos	12 Galicia	De 16 a 19 años	2023T2	7,44
Ambos sexos	12 Galicia	De 16 a 19 años	2023T1	6,4
Ambos sexos	12 Galicia	De 16 a 19 años	2022T4	6,77
Ambos sexos	12 Galicia	De 16 a 19 años	2022T3	11,08
Ambos sexos	12 Galicia	De 16 a 19 años	2022T2	9,4
Ambos sexos	12 Galicia	De 16 a 19 años	2022T1	8,8
Ambos sexos	12 Galicia	De 16 a 19 años	2021T4	7,61
Ambos sexos	12 Galicia	De 16 a 19 años	2021T3	8,1
Ambos sexos	12 Galicia	De 16 a 19 años	2021T2	5,54
Ambos sexos	12 Galicia	De 16 a 19 años	2021T1	5,66
Ambos sexos	12 Galicia	De 20 a 24 años	2023T4	46,42
Ambos sexos	12 Galicia	De 20 a 24 años	2023T3	50,85
Ambos sexos	12 Galicia	De 20 a 24 años	2023T2	46,99
Ambos sexos	12 Galicia	De 20 a 24 años	2023T1	44,35
Ambos sexos	12 Galicia	De 20 a 24 años	2022T4	42,1
Ambos sexos	12 Galicia	De 20 a 24 años	2022T3	47,17
Ambos sexos	12 Galicia	De 20 a 24 años	2022T2	42,8
Ambos sexos	12 Galicia	De 20 a 24 años	2022T1	41,88
Ambos sexos	12 Galicia	De 20 a 24 años	2021T4	41,15
Ambos sexos	12 Galicia	De 20 a 24 años	2021T3	45,11
Ambos sexos	12 Galicia	De 20 a 24 años	2021T2	39,32
Ambos sexos	12 Galicia	De 20 a 24 años	2021T1	33,62
Ambos sexos	12 Galicia	De 25 a 54 años	2023T4	86,96
Ambos sexos	12 Galicia	De 25 a 54 años	2023T3	87,09
Ambos sexos	12 Galicia	De 25 a 54 años	2023T2	86,86
Ambos sexos	12 Galicia	De 25 a 54 años	2023T1	86,61
Ambos sexos	12 Galicia	De 25 a 54 años	2022T4	86,99
Ambos sexos	12 Galicia	De 25 a 54 años	2022T3	87,25
Ambos sexos	12 Galicia	De 25 a 54 años	2022T2	87,17
Ambos sexos	12 Galicia	De 25 a 54 años	2022T1	86,35
Ambos sexos	12 Galicia	De 25 a 54 años	2021T4	85,74
Ambos sexos	12 Galicia	De 25 a 54 años	2021T3	86,27
Ambos sexos	12 Galicia	De 25 a 54 años	2021T2	85,53
Ambos sexos	12 Galicia	De 25 a 54 años	2021T1	85,33
Ambos sexos	12 Galicia	55 y más años	2023T4	26,04
Ambos sexos	12 Galicia	55 y más años	2023T3	25,66
Ambos sexos	12 Galicia	55 y más años	2023T2	25,56
Ambos sexos	12 Galicia	55 y más años	2023T1	25,02
Ambos sexos	12 Galicia	55 y más años	2022T4	24,49
Ambos sexos	12 Galicia	55 y más años	2022T3	24,44
Ambos sexos	12 Galicia	55 y más años	2022T2	24,64
Ambos sexos	12 Galicia	55 y más años	2022T1	24,3
Ambos sexos	12 Galicia	55 y más años	2021T4	24,35
Ambos sexos	12 Galicia	55 y más años	2021T3	24,38
Ambos sexos	12 Galicia	55 y más años	2021T2	24,72
Ambos sexos	12 Galicia	55 y más años	2021T1	24,17
Ambos sexos	13 Madrid, Comunidad de	Total	2023T4	63,6
Ambos sexos	13 Madrid, Comunidad de	Total	2023T3	63,31
Ambos sexos	13 Madrid, Comunidad de	Total	2023T2	63,43
Ambos sexos	13 Madrid, Comunidad de	Total	2023T1	63,29
Ambos sexos	13 Madrid, Comunidad de	Total	2022T4	63,21
Ambos sexos	13 Madrid, Comunidad de	Total	2022T3	62,9
Ambos sexos	13 Madrid, Comunidad de	Total	2022T2	63,79
Ambos sexos	13 Madrid, Comunidad de	Total	2022T1	63,9
Ambos sexos	13 Madrid, Comunidad de	Total	2021T4	63,06
Ambos sexos	13 Madrid, Comunidad de	Total	2021T3	63,53
Ambos sexos	13 Madrid, Comunidad de	Total	2021T2	63,64
Ambos sexos	13 Madrid, Comunidad de	Total	2021T1	63,31
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2023T4	37,03
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2023T3	38,88
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2023T2	36,56
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2023T1	40,53
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2022T4	36,51
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2022T3	39,37
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2022T2	39,64
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2022T1	39,85
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2021T4	36,37
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2021T3	39,71
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2021T2	39,37
Ambos sexos	13 Madrid, Comunidad de	Menores de 25 años	2021T1	36,77
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2023T4	67,08
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2023T3	66,5
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2023T2	66,91
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2023T1	66,23
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2022T4	66,71
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2022T3	65,96
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2022T2	66,85
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2022T1	66,96
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2021T4	66,38
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2021T3	66,5
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2021T2	66,69
Ambos sexos	13 Madrid, Comunidad de	25 y más años	2021T1	66,62
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2023T4	9,5
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2023T3	12,76
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2023T2	9,65
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2023T1	16,84
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2022T4	13,03
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2022T3	14,69
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2022T2	12,43
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2022T1	17,43
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2021T4	11,91
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2021T3	16,33
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2021T2	16,71
Ambos sexos	13 Madrid, Comunidad de	De 16 a 19 años	2021T1	12,74
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2023T4	57,3
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2023T3	58,56
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2023T2	56,71
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2023T1	58,66
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2022T4	55,7
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2022T3	59,6
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2022T2	61,1
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2022T1	58,02
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2021T4	55,58
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2021T3	58,47
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2021T2	57,89
Ambos sexos	13 Madrid, Comunidad de	De 20 a 24 años	2021T1	56,17
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2023T4	91,21
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2023T3	90,69
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2023T2	90,96
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2023T1	89,93
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2022T4	90,95
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2022T3	89,48
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2022T2	90,47
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2022T1	90,48
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2021T4	89,96
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2021T3	90,46
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2021T2	91,02
Ambos sexos	13 Madrid, Comunidad de	De 25 a 54 años	2021T1	90,1
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2023T4	34
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2023T3	33,25
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2023T2	33,74
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2023T1	33,48
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2022T4	33,13
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2022T3	33,25
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2022T2	33,85
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2022T1	33,94
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2021T4	33,07
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2021T3	32,45
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2021T2	31,89
Ambos sexos	13 Madrid, Comunidad de	55 y más años	2021T1	32,74
Ambos sexos	14 Murcia, Región de	Total	2023T4	59,34
Ambos sexos	14 Murcia, Región de	Total	2023T3	60,52
Ambos sexos	14 Murcia, Región de	Total	2023T2	59,54
Ambos sexos	14 Murcia, Región de	Total	2023T1	59,27
Ambos sexos	14 Murcia, Región de	Total	2022T4	59,66
Ambos sexos	14 Murcia, Región de	Total	2022T3	59,68
Ambos sexos	14 Murcia, Región de	Total	2022T2	59,93
Ambos sexos	14 Murcia, Región de	Total	2022T1	59,54
Ambos sexos	14 Murcia, Región de	Total	2021T4	59,99
Ambos sexos	14 Murcia, Región de	Total	2021T3	61,61
Ambos sexos	14 Murcia, Región de	Total	2021T2	60,38
Ambos sexos	14 Murcia, Región de	Total	2021T1	59,33
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2023T4	32,66
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2023T3	38,49
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2023T2	36,4
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2023T1	35,61
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2022T4	35,02
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2022T3	39,09
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2022T2	34,73
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2022T1	34,63
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2021T4	33,82
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2021T3	40,63
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2021T2	35,99
Ambos sexos	14 Murcia, Región de	Menores de 25 años	2021T1	32,8
Ambos sexos	14 Murcia, Región de	25 y más años	2023T4	63,37
Ambos sexos	14 Murcia, Región de	25 y más años	2023T3	63,91
Ambos sexos	14 Murcia, Región de	25 y más años	2023T2	63,06
Ambos sexos	14 Murcia, Región de	25 y más años	2023T1	62,8
Ambos sexos	14 Murcia, Región de	25 y más años	2022T4	63,38
Ambos sexos	14 Murcia, Región de	25 y más años	2022T3	62,72
Ambos sexos	14 Murcia, Región de	25 y más años	2022T2	63,65
Ambos sexos	14 Murcia, Región de	25 y más años	2022T1	63,21
Ambos sexos	14 Murcia, Región de	25 y más años	2021T4	63,89
Ambos sexos	14 Murcia, Región de	25 y más años	2021T3	64,64
Ambos sexos	14 Murcia, Región de	25 y más años	2021T2	63,86
Ambos sexos	14 Murcia, Región de	25 y más años	2021T1	63,15
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2023T4	12,4
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2023T3	15,02
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2023T2	14,43
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2023T1	12,85
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2022T4	15,9
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2022T3	17,4
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2022T2	16,03
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2022T1	17,26
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2021T4	11,94
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2021T3	16,63
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2021T2	16,64
Ambos sexos	14 Murcia, Región de	De 16 a 19 años	2021T1	14,61
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2023T4	49,31
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2023T3	58,68
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2023T2	54,99
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2023T1	54,2
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2022T4	51,29
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2022T3	56,76
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2022T2	50,08
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2022T1	48,97
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2021T4	52,58
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2021T3	60,15
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2021T2	51,43
Ambos sexos	14 Murcia, Región de	De 20 a 24 años	2021T1	47,66
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2023T4	85,7
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2023T3	86,64
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2023T2	85,14
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2023T1	85,27
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2022T4	86,09
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2022T3	84,3
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2022T2	85,04
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2022T1	85
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2021T4	84,74
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2021T3	86,73
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2021T2	85,27
Ambos sexos	14 Murcia, Región de	De 25 a 54 años	2021T1	83,87
Ambos sexos	14 Murcia, Región de	55 y más años	2023T4	31,88
Ambos sexos	14 Murcia, Región de	55 y más años	2023T3	31,67
Ambos sexos	14 Murcia, Región de	55 y más años	2023T2	31,48
Ambos sexos	14 Murcia, Región de	55 y más años	2023T1	30,48
Ambos sexos	14 Murcia, Región de	55 y más años	2022T4	30,53
Ambos sexos	14 Murcia, Región de	55 y más años	2022T3	31,28
Ambos sexos	14 Murcia, Región de	55 y más años	2022T2	32,26
Ambos sexos	14 Murcia, Región de	55 y más años	2022T1	31,05
Ambos sexos	14 Murcia, Región de	55 y más años	2021T4	32,96
Ambos sexos	14 Murcia, Región de	55 y más años	2021T3	31,65
Ambos sexos	14 Murcia, Región de	55 y más años	2021T2	31,58
Ambos sexos	14 Murcia, Región de	55 y más años	2021T1	31,57
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2023T4	59,07
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2023T3	59,51
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2023T2	58,84
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2023T1	58,78
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2022T4	59,33
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2022T3	58,63
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2022T2	58,7
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2022T1	59,24
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2021T4	58,85
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2021T3	59,08
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2021T2	58,47
Ambos sexos	15 Navarra, Comunidad Foral de	Total	2021T1	57,88
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T4	32,44
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T3	40,22
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T2	34,52
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2023T1	30,09
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T4	32,01
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T3	34,73
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T2	35,11
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2022T1	36,01
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T4	34,34
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T3	38,8
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T2	33,44
Ambos sexos	15 Navarra, Comunidad Foral de	Menores de 25 años	2021T1	30,29
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2023T4	62,73
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2023T3	62,15
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2023T2	62,15
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2023T1	62,73
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2022T4	63,07
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2022T3	61,92
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2022T2	61,9
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2022T1	62,34
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2021T4	62,12
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2021T3	61,72
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2021T2	61,73
Ambos sexos	15 Navarra, Comunidad Foral de	25 y más años	2021T1	61,48
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2023T4	11,02
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2023T3	19,07
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2023T2	15,09
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2023T1	10,89
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2022T4	11,3
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2022T3	12,92
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2022T2	8,18
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2022T1	8,67
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2021T4	8,07
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2021T3	13,13
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2021T2	6,62
Ambos sexos	15 Navarra, Comunidad Foral de	De 16 a 19 años	2021T1	4,36
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2023T4	49,12
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2023T3	56,73
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2023T2	49,7
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2023T1	45,72
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2022T4	48,91
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2022T3	53,16
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2022T2	57,25
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2022T1	57,99
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2021T4	55,65
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2021T3	58,69
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2021T2	54,27
Ambos sexos	15 Navarra, Comunidad Foral de	De 20 a 24 años	2021T1	50,63
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2023T4	89,58
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2023T3	89,28
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2023T2	89,6
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2023T1	89,97
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2022T4	89,96
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2022T3	87,64
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2022T2	89,15
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2022T1	89,79
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2021T4	88,85
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2021T3	89,27
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2021T2	87,64
Ambos sexos	15 Navarra, Comunidad Foral de	De 25 a 54 años	2021T1	87,52
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2023T4	31,31
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2023T3	30,24
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2023T2	29,71
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2023T1	30,39
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2022T4	30,99
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2022T3	31,11
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2022T2	29,1
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2022T1	29,13
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2021T4	29,59
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2021T3	27,93
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2021T2	29,69
Ambos sexos	15 Navarra, Comunidad Foral de	55 y más años	2021T1	29,05
Ambos sexos	16 País Vasco	Total	2023T4	57,04
Ambos sexos	16 País Vasco	Total	2023T3	57,25
Ambos sexos	16 País Vasco	Total	2023T2	56,95
Ambos sexos	16 País Vasco	Total	2023T1	55,84
Ambos sexos	16 País Vasco	Total	2022T4	56,47
Ambos sexos	16 País Vasco	Total	2022T3	56,89
Ambos sexos	16 País Vasco	Total	2022T2	55,81
Ambos sexos	16 País Vasco	Total	2022T1	56,75
Ambos sexos	16 País Vasco	Total	2021T4	56,84
Ambos sexos	16 País Vasco	Total	2021T3	56,74
Ambos sexos	16 País Vasco	Total	2021T2	55,4
Ambos sexos	16 País Vasco	Total	2021T1	55,11
Ambos sexos	16 País Vasco	Menores de 25 años	2023T4	32,41
Ambos sexos	16 País Vasco	Menores de 25 años	2023T3	36,04
Ambos sexos	16 País Vasco	Menores de 25 años	2023T2	34,68
Ambos sexos	16 País Vasco	Menores de 25 años	2023T1	30,29
Ambos sexos	16 País Vasco	Menores de 25 años	2022T4	32,6
Ambos sexos	16 País Vasco	Menores de 25 años	2022T3	34,09
Ambos sexos	16 País Vasco	Menores de 25 años	2022T2	35,5
